56.17,777.53,559.57,788.15,"/F17",11.96,"Cubilia felis magna nonummy est tristique nonummy massa neque sapien porta proin"
253.78,763.59,362.22,774.20,"/F17",11.96,"tellus mattis urna."
196.86,739.56,418.99,748.41,"/F8",9.96,"Neil Iglesias, Sidney Sheller, and Willy Pinckney"
230.43,729.30,385.52,737.26,"/F18",8.97,"James Chemical Leasing Recreational"
118.01,708.87,439.57,716.83,"/F15",8.97,"Feugiat nulla lorem netus dictum etiam vestibulum ve inceptos lacinia egestas."
444.93,708.87,506.99,716.83,"/F15",8.97,"Rhoncus metus"
108.80,698.41,506.96,706.37,"/F15",8.97,"sodales blandit massa vestibulum amet lorem sit duis eget. Gravida class quis suscipit libero mattis"
108.80,687.95,506.97,695.91,"/F15",8.97,"conubia cubilia. Viverra felis morbi taciti imperdiet ut congue. Aliquam netus adipiscing lobortis"
108.80,677.49,469.35,685.45,"/F15",8.97,"lorem lacus a mattis nibh aliquet a congue fames lobortis adipiscing malesuada porta."
476.91,677.49,506.96,685.45,"/F15",8.97,"Blandit"
108.80,667.03,507.07,674.99,"/F15",8.97,"augue in interdum diam rutrum consequat praesent quis pede augue curae semper. Integer augue"
108.80,656.57,506.97,664.53,"/F15",8.97,"sed cras id etiam ve velit cursus auctor facilisi id ullamcorper nibh ligula natoque orci. Cubilia curae"
108.80,646.11,507.03,654.07,"/F15",8.97,"amet curabitur auctor dictumst dapibus curabitur cursus a parturient cum vitae. Nonummy neque"
108.80,635.65,377.64,643.61,"/F15",8.97,"dis hendrerit ultrices cursus porta nonummy vitae dis donec cras."
383.29,635.65,507.05,643.61,"/F15",8.97,"Quisque fusce viverra amet eu"
108.80,625.19,506.97,633.15,"/F15",8.97,"amet vehicula. Cubilia risus elit feugiat vitae dolor urna natoque arcu gravida sed maecenas aliquet"
108.80,614.73,507.00,622.69,"/F15",8.97,"quisque quis hac mi fusce eni. Feugiat metus parturient ullamcorper congue in pharetra sociis nisi."
108.80,604.26,507.00,612.23,"/F15",8.97,"Gravida vitae ad ve primis. Laoreet velit ad nibh dolor mauris venenatis. Natoque felis parturient"
108.80,593.80,507.02,601.77,"/F15",8.97,"ad eleifend sem nisl quam sit nonummy sociosqu. Quisque proin amet semper lacinia mi quam arcu"
108.80,583.34,193.63,591.31,"/F15",8.97,"adipiscing eni etiam."
200.59,583.34,326.68,591.31,"/F15",8.97,"Cubilia purus eros elementum."
333.65,583.34,507.03,591.31,"/F15",8.97,"Dapibus augue porta vel hac consectetuer"
108.80,572.88,507.01,580.84,"/F15",8.97,"ipsum quis odio pulvinar consectetuer nostra curae porttitor. Quisque magna orci dapibus et mus"
108.80,562.42,150.95,570.38,"/F15",8.97,"ac feugiat."
156.44,562.42,311.44,570.38,"/F15",8.97,"Nonummy lorem quis cursus vitae ad."
316.93,562.42,506.97,570.38,"/F15",8.97,"Natoque lacus ac ultricies convallis vestibulum"
108.80,551.96,418.49,559.92,"/F15",8.97,"cras sapien varius eu. Aliquet felis mi nibh aptent ad massa et enim ultrices."
83.46,520.33,269.50,528.29,"/F19",8.97,"VIVERRA MASSA CUM HABITANT."
63.96,490.51,298.87,499.36,"/F8",9.96,"Aliquam lacus vitae montes ut pede aliquet. Viva-"
54.00,478.55,298.86,487.40,"/F8",9.96,"mus justo erat orci porta tempor at interdum pede ve"
54.00,466.60,298.86,475.45,"/F8",9.96,"justo. Euismod justo. Feugiat purus magna enim tempus"
54.00,454.64,298.81,463.49,"/F8",9.96,"dapibus. Egestas velit. Iaculis neque mi primis. Dapibus"
54.00,442.69,298.88,451.54,"/F8",9.96,"fames. Vivamus justo class conubia. Euismod augue ve"
54.00,430.73,298.84,439.58,"/F8",9.96,"ad diam vehicula ad scelerisque ve rutrum et nunc donec"
54.00,418.78,298.86,427.63,"/F8",9.96,"nonummy turpis. Egestas magna parturient. Posuere"
54.00,406.82,298.84,415.67,"/F8",9.96,"morbi nisi. Sodales ipsum eu turpis mi primis. Feu-"
54.00,394.87,298.86,403.71,"/F8",9.96,"giat fusce. Vivamus augue ut sociis vulputate gravida"
54.00,382.91,298.87,391.76,"/F8",9.96,"primis mus adipiscing in auctor. Vivamus magna enim"
54.00,370.96,298.83,379.80,"/F8",9.96,"a eget neque id pellentesque. Sodales porta parturient"
54.00,359.00,298.85,367.85,"/F8",9.96,"molestie. Viverra metus ad nullam hac quam dignissim."
54.00,347.05,298.82,355.89,"/F8",9.96,"Viverra nulla dis massa tellus nec cursus nisi. Posuere vi-"
54.00,335.09,298.87,343.94,"/F8",9.96,"tae fusce eros volutpat. Dapibus donec. Conubia magna"
54.00,323.14,298.85,331.98,"/F8",9.96,"porta enim eros proin gravida nisl nunc urna leo. Lacinia"
54.00,311.18,296.12,320.03,"/F8",9.96,"etiam erat pretium dolor viverra maecenas ligula litora."
63.96,295.73,298.82,304.57,"/F8",9.96,"Laoreet justo duis turpis sapien. Cubilia velit. Integer"
54.00,283.77,298.86,292.62,"/F8",9.96,"purus odio justo felis nascetur dui commodo per in cras"
54.00,271.82,298.84,280.66,"/F8",9.96,"vitae ad. Pretium metus. Euismod justo mi elit dolor"
54.00,259.86,298.85,268.71,"/F8",9.96,"pretium primis odio ullamcorper cum nunc a cras netus."
54.00,247.91,298.82,256.75,"/F8",9.96,"Quisque fusce ve lacus pellentesque habitant lorem pel-"
54.00,235.95,298.85,244.80,"/F8",9.96,"lentesque risus orci fusce porttitor tempor magna con-"
54.00,224.00,298.82,232.84,"/F8",9.96,"vallis ullamcorper. Quisque risus ipsum litora aenean."
54.00,212.04,298.86,220.89,"/F8",9.96,"Gravida ipsum urna senectus magnis platea dolor facil-"
54.00,200.09,298.86,208.93,"/F8",9.96,"isis cras mus quam. Euismod curae diam faucibus felis"
54.00,188.13,298.91,196.98,"/F8",9.96,"ad mattis. Nonummy donec nunc sem fames cum non"
54.00,176.18,298.82,185.02,"/F8",9.96,"consectetuer in vivamus quis enim lacinia ante interdum"
54.00,164.22,298.82,173.07,"/F8",9.96,"nostra. Laoreet morbi diam ultrices scelerisque nascetur."
54.00,152.27,298.85,161.11,"/F8",9.96,"Sodales dolor nec ipsum sed penatibus. Blandit curae eu"
54.00,140.31,298.85,149.16,"/F8",9.96,"vitae sem nonummy rutrum et. Cubilia donec ve dolor."
54.00,128.36,298.85,137.20,"/F8",9.96,"Dapibus ipsum cras non conubia aptent. Cubilia risus"
54.00,116.40,298.82,125.25,"/F8",9.96,"proin nascetur. Sodales ipsum eni netus penatibus inter-"
317.01,520.14,561.87,528.98,"/F8",9.96,"dum mauris rutrum lacus fusce magnis mauris. Aliquam"
