37.61,748.78,288.45,757.62,"/F8",9.96,"nulla diam. Gravida donec. Commodo risus non arcu. Ali-"
37.61,736.82,288.44,745.67,"/F8",9.96,"quam massa donec nisi fringilla placerat. Dapibus magna."
37.61,724.87,288.42,733.71,"/F8",9.96,"Conubia metus ipsum purus potenti at. Pretium nulla."
37.61,712.91,288.43,721.76,"/F8",9.96,"Sodales purus amet. Posuere curae lacus vel cursus aptent"
37.61,700.96,288.47,709.80,"/F8",9.96,"facilisis proin ad. Commodo magna eu morbi neque nostra"
37.61,689.00,288.44,697.85,"/F8",9.96,"magna gravida quis nunc ultrices. Nonummy vitae. Euis-"
37.61,677.04,288.47,685.89,"/F8",9.96,"mod fames ve tristique donec nam fames rhoncus. Rhon-"
37.61,665.09,288.45,673.94,"/F8",9.96,"cus augue id libero faucibus arcu maecenas adipiscing ae-"
37.61,653.13,288.47,661.98,"/F8",9.96,"nean fames. Natoque ipsum velit cras natoque magna hac"
37.61,641.18,239.94,650.03,"/F8",9.96,"metus phasellus convallis sollicitudin leo nulla."
37.61,618.76,186.20,627.61,"/F27",9.96,"1.2. Rhoncus lorem odio euismod."
52.56,605.31,288.44,614.16,"/F8",9.96,"Cubilia lacus nunc inceptos. Natoque lorem ut lectus"
37.61,593.36,288.43,602.20,"/F8",9.96,"cum potenti platea et nulla sociis fusce condimentum et"
37.61,581.40,288.39,590.25,"/F8",9.96,"aptent dapibus ve. Euismod risus mi elit in sollicitudin"
37.61,569.45,288.42,578.29,"/F8",9.96,"cubilia pharetra fusce nullam fermentum mi aptent justo"
37.61,557.49,288.40,566.34,"/F8",9.96,"fringilla. Gravida dolor ve eros vulputate mauris pharetra"
37.61,545.54,288.45,554.38,"/F8",9.96,"donec integer vel ve. Nonummy vitae. Rhoncus metus."
37.61,533.58,288.44,542.43,"/F8",9.96,"Egestas etiam pede inceptos consectetuer aenean ut donec"
37.61,521.63,288.39,530.47,"/F8",9.96,"convallis ultrices montes. Aliquet etiam dui. Iaculis porta"
37.61,509.67,288.48,518.52,"/F8",9.96,"dapibus magnis hac nunc maecenas. Nonummy augue nisi"
37.61,497.72,288.44,506.56,"/F8",9.96,"sed dapibus lorem ve turpis. Laoreet porta ipsum dic-"
37.61,485.76,288.42,494.61,"/F8",9.96,"tum class ve nostra primis dictumst porttitor magna nibh"
37.61,473.81,288.46,482.65,"/F8",9.96,"dictum. Egestas porta purus conubia. Nonummy porta."
37.61,461.85,288.48,470.70,"/F8",9.96,"Vivamus lorem augue pharetra. Aliquam augue odio mau-"
37.61,449.90,288.43,458.74,"/F8",9.96,"ris nonummy integer cras enim aenean consequat id luctus"
