559.55,759.27,563.04,765.51,"/F52",6.97,"4"
48.96,726.50,155.83,734.22,"/F59",8.97,"B. Laoreet porta ac nisi elit."
57.93,711.71,300.02,719.73,"/F52",8.97,"Viverra nulla mi fusce nec egestas eros. Rhoncus massa nisi quam"
48.96,700.71,300.02,708.72,"/F52",8.97,"sem ac quam neque ad ante penatibus diam rutrum. Aliquet ipsum"
48.96,689.70,300.02,697.72,"/F52",8.97,"eros nonummy. Iaculis nulla eros donec ad. Conubia augue. Aliquam"
48.96,678.70,300.02,686.71,"/F52",8.97,"vitae odio tellus adipiscing sollicitudin conubia velit. Sodales fames"
48.96,667.69,300.02,675.70,"/F52",8.97,"eros nam justo fringilla. Laoreet curae nisl a pede eu. Viverra etiam"
48.96,656.68,300.02,664.70,"/F52",8.97,"class. Natoque proin pede laoreet a. Cubilia proin nunc. Vivamus felis"
48.96,645.68,300.02,653.69,"/F52",8.97,"fames suspendisse amet elit fusce luctus lorem eget. Vivamus massa"
48.96,634.67,300.02,642.69,"/F52",8.97,"nibh a enim lorem litora nullam nunc pede mi malesuada lacinia mus"
48.96,623.66,300.02,631.68,"/F52",8.97,"ut rutrum. Quisque metus. Viverra class. Euismod augue et. Pretium"
48.96,612.66,300.02,620.67,"/F52",8.97,"metus risus ornare ante. Blandit etiam est sapien. Blandit felis ac"
48.96,601.65,300.02,609.67,"/F52",8.97,"netus et. Potenti fusce magna nisl sed enim vehicula interdum risus"
48.96,590.64,300.02,598.66,"/F52",8.97,"dolor tempor suspendisse. Aliquet curae quis a neque ad velit arcu"
48.96,579.64,194.23,587.65,"/F52",8.97,"condimentum. Aliquam velit parturient."
57.93,568.42,300.02,576.43,"/F52",8.97,"Natoque neque in sociis hac varius natoque iaculis. Blandit ipsum"
48.96,557.41,300.02,565.43,"/F52",8.97,"quam sed curae. Commodo donec fusce vitae proin blandit montes."
48.96,546.41,300.02,554.42,"/F52",8.97,"Conubia dolor vitae maecenas vitae curabitur eget. Natoque netus"
48.96,535.40,300.02,543.42,"/F52",8.97,"urna vel class dolor libero. Blandit lorem. Posuere magna. Pretium"
48.96,524.39,300.02,532.41,"/F52",8.97,"fusce. Rhoncus vitae duis sit feugiat. Feugiat massa purus rutrum."
48.96,513.39,300.02,521.40,"/F52",8.97,"Blandit morbi ut arcu aenean quisque iaculis. Lacinia magna eros"
48.96,502.38,300.02,510.40,"/F52",8.97,"nisl adipiscing elementum ullamcorper tincidunt erat. Dapibus neque"
48.96,491.37,300.02,499.39,"/F52",8.97,"non ornare amet pellentesque inceptos lorem mi justo morbi. Blandit"
