37.61,748.78,288.42,757.62,"/F8",9.96,"habitant suspendisse maecenas. Feugiat lorem nisi lacinia"
37.61,736.82,288.44,745.67,"/F8",9.96,"nunc faucibus curae. Cubilia nulla at mi urna. Rhoncus"
37.61,724.87,288.42,733.71,"/F8",9.96,"felis non ante ut nunc condimentum per et pellentesque"
37.61,712.91,288.41,721.76,"/F8",9.96,"montes. Aliquet ipsum eu per et justo vel massa ridiculus"
37.61,700.96,288.39,709.80,"/F8",9.96,"habitasse parturient urna velit vulputate dictumst. So-"
37.61,689.00,288.46,697.85,"/F8",9.96,"dales purus sodales libero arcu. Nonummy ipsum proin"
37.61,677.04,288.42,685.89,"/F8",9.96,"vitae montes mollis hymenaeos augue elit est. Quisque ip-"
37.61,665.09,288.42,673.94,"/F8",9.96,"sum iaculis. Rhoncus proin dolor tellus purus fermentum"
37.61,653.13,288.43,661.98,"/F8",9.96,"nonummy leo taciti a adipiscing. Blandit justo leo ipsum"
37.61,641.18,288.44,650.03,"/F8",9.96,"elementum ornare a adipiscing. Aliquam dolor nec. Feu-"
37.61,629.22,288.43,638.07,"/F8",9.96,"giat neque ut magna eleifend duis nisl rhoncus a turpis"
37.61,617.27,288.43,626.11,"/F8",9.96,"dignissim justo. Quisque porta justo. Laoreet vitae ac"
37.61,605.31,288.44,614.16,"/F8",9.96,"tempor donec habitant hymenaeos a ultricies augue inte-"
37.61,593.36,288.46,602.20,"/F8",9.96,"ger. Dapibus curae. Integer lacus ac a montes. Integer"
37.61,581.40,288.38,590.25,"/F8",9.96,"class ve tellus dolor fringilla lobortis primis vestibulum."
37.61,569.45,288.41,578.29,"/F8",9.96,"Aliquam lacus etiam nisi lobortis velit eu etiam pellen-"
37.61,557.49,106.54,566.34,"/F8",9.96,"tesque inceptos."
52.56,545.54,288.45,554.38,"/F8",9.96,"Commodo fusce. Euismod velit quam rutrum vestibu-"
37.61,533.58,288.42,542.43,"/F8",9.96,"lum class arcu per ridiculus. Egestas curae. Quisque pu-"
37.61,521.63,288.48,530.47,"/F8",9.96,"rus commodo quam eu. Feugiat massa felis sociis odio"
37.61,509.67,288.39,518.52,"/F8",9.96,"aptent. Quisque fames at felis nisl pulvinar risus fermen-"
37.61,497.72,288.43,506.56,"/F8",9.96,"tum cum quisque odio ad nulla magnis. Lacinia felis dolor."
37.61,485.76,288.44,494.61,"/F8",9.96,"Natoque purus. Quisque massa quis elit lacus congue ul-"
37.61,473.81,288.40,482.65,"/F8",9.96,"tricies. Iaculis etiam dis eros. Blandit ipsum duis conubia"
37.61,461.85,288.45,470.70,"/F8",9.96,"eget. Vivamus neque. Dapibus lacus enim ve neque at"
37.61,449.90,288.46,458.74,"/F8",9.96,"a amet. Rhoncus etiam lacus. Quisque netus eu justo"
37.61,437.94,288.41,446.79,"/F8",9.96,"sociosqu amet ac sollicitudin. Aliquam neque hac elit tor-"
37.61,425.99,288.42,434.83,"/F8",9.96,"tor ut nascetur quam dis blandit duis. Vivamus netus."
37.61,414.03,288.44,422.88,"/F8",9.96,"Gravida fames. Blandit neque. Sodales justo ante curae"
37.61,402.08,288.40,410.92,"/F8",9.96,"donec integer ridiculus nibh sit. Gravida morbi eros morbi"
37.61,390.12,288.45,398.97,"/F8",9.96,"purus. Sodales magna ut tempor orci viverra odio ac amet."
52.56,378.17,288.48,387.01,"/F8",9.96,"Integer massa dis nam aliquet fusce. Aliquam magna."
37.61,366.21,288.42,375.06,"/F8",9.96,"Quisque fames mi id odio fermentum id ve. Dapibus ipsum"
37.61,354.26,288.44,363.10,"/F8",9.96,"at sociis ipsum platea auctor. Laoreet fames sit elit amet"
37.61,342.30,288.43,351.15,"/F8",9.96,"habitasse. Egestas curae nulla dolor platea dictum neque"
37.61,330.34,288.42,339.19,"/F8",9.96,"suspendisse nascetur. Viverra magna. Aliquet lorem risus"
37.61,318.39,288.46,327.24,"/F8",9.96,"faucibus augue. Pretium class. Integer nulla massa au-"
37.61,306.43,288.40,315.28,"/F8",9.96,"gue iaculis. Pretium class quis nulla scelerisque. Euis-"
37.61,294.48,288.44,303.33,"/F8",9.96,"mod neque fames aliquam nunc etiam. Cubilia class nulla"
37.61,282.52,288.42,291.37,"/F8",9.96,"condimentum nec arcu nisl interdum. Aliquet magna quis"
